images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(2526).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2527).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2528).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2529).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(253).jpg,1(happiness),3(very),4(offensive),3(very),1,text dominant,我,你爹,text,text
Image_(2530).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2531).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2532).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2533).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2534).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2535).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2536).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2537).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2538).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2539).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(254).jpg,6(hate),3(very),4(offensive),3(very),1,text dominant,小婊子,小碧池,text,text
Image_(2540).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2541).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2542).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2543).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(2544).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2545).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2546).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2547).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,
Image_(2548).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2549).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(255).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,text dominant,宝贝,北鼻,text,text
Image_(2550).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2551).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(2552).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2553).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2554).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2555).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2556).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2557).jpg,6(hate),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(2558).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2559).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(256).jpg,4(sorrow),2(moderately),4(offensive),2(moderately),1,text dominant,出轨,绿,text,text
Image_(2560).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2561).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2562).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(2563).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2564).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2565).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(2566).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2567).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2568).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2569).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(257).jpg,1(happiness),1(slightly),4(offensive),3(very),1,text dominant,男性生殖器官,鸡巴,text,text
Image_(2570).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2571).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2572).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2573).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2574).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2575).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2576).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(2577).jpg,3(anger),2(moderately),3(entertaining),1(slightly),0,,,,,
Image_(2578).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(2579).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(258).jpg,6(hate),3(very),4(offensive),3(very),1,text dominant,贱婢,你,text,text
Image_(2580).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2581).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2582).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2583).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2584).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(2585).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2586).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2587).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2588).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2589).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(259).jpg,6(hate),3(very),4(offensive),3(very),1,text dominant,贱婢,你,text,text
Image_(2590).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2591).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(2592).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2593).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2594).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2595).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2596).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2597).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2598).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2599).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(26).jpg,1(happiness),1(slightly),5(other),0(non-offensive),1,text dominant,奇怪操作,骚操作,text,text
Image_(260).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,臭宝,你,text,text
Image_(2600).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(2601).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2602).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2603).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(2604).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2605).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2606).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2607).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2608).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2609).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(261).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,脑壳,脑阔,text,text
Image_(2610).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2611).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2612).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2613).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2614).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2615).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2616).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2617).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2618).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2619).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(262).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,text dominant,女朋友,女票,text,text
Image_(2620).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2621).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2622).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2623).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2624).jpg,4(sorrow),3(very),4(offensive),1(slightly),0,,,,,
Image_(2625).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2626).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2627).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2628).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2629).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(263).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,品行不端的女人,绿茶,text,text
Image_(2630).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2631).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2632).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2633).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2634).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2635).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2636).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2637).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2638).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2639).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(264).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,text dominant,弄,neng,text,text
Image_(2640).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2641).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2642).jpg,7(surprise),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2643).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2644).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2645).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2646).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(2647).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2648).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2649).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(265).jpg,3(anger),3(very),4(offensive),3(very),1,text dominant,发脾气,野鸡情绪失控综合症,text,text
Image_(2650).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(2651).jpg,6(hate),3(very),4(offensive),1(slightly),0,,,,,
Image_(2652).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2653).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2654).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2655).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2656).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2657).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2658).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(2659).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(266).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,知不知道,鸡不鸡倒,text,text
Image_(2660).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2661).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(2662).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2663).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2664).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2665).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2666).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2667).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(2668).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2669).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(267).jpg,3(anger),2(moderately),2(expressive),1(slightly),1,complementary,人,鸡,image,image
Image_(2670).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,
Image_(2671).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2672).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2673).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2674).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2675).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2676).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2677).jpg,1(happiness),1(slightly),3(entertaining),1(slightly),0,,,,,
Image_(2678).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2679).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(268).jpg,3(anger),2(moderately),4(offensive),3(very),1,complementary,人；情侣,鸡；恩爱狗,text,complementary
Image_(2680).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2681).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2682).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2683).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2684).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(2685).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2686).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2687).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2688).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2689).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(269).jpg,3(anger),2(moderately),4(offensive),3(very),1,text dominant,男性生殖器官,鸡鸡,text,text
Image_(2690).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2691).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2692).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2693).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2694).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2695).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2696).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2697).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2698).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2699).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(27).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,互联网,网线,text,image
Image_(270).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,男性生殖器官,鸡儿,text,text
Image_(2700).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,
Image_(2701).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2702).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,
Image_(2703).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(2704).jpg,6(hate),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(2705).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2706).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2707).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2708).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2709).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(271).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,text dominant,特么,他妈,text,text
Image_(2710).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2711).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2712).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2713).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2714).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2715).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(2716).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2717).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2718).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2719).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(272).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,知道,鸡倒,text,0
Image_(2720).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2721).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(2722).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2723).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2724).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2725).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2726).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(2727).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(2728).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,
Image_(2729).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(273).jpg,2(love),1(slightly),2(expressive),1(slightly),1,text dominant,击,鸡,text,complementary
Image_(2730).jpg,2(love),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(2731).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(2732).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(2733).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(2734).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(2735).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(2736).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(2737).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(2738).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
